# JD             Magnitude   Uncertainty   HQuncertainty   Band Observer_Code Comment_Code(s) Comp_Star_1 Comp_Star_2 Charts         Comments                                         Transfomed Airmass   Validation_Flag Cmag   Kmag   HJD   Star_Name Observer_Affiliation Measurement_Method Grouping_Method ADS_Reference   Digitizer   Credit
  2453647.3507   11.8        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453654.3493   11.5        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453655.3576   11.6        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453663.3118   11.8        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453666.5      11.7        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453669.3535   11.6        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453671.3181   11.5        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453673.3042   11.5        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453676.2944   11.5        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453682.3813   11.5        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453683.3639   11.5        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453684.3201   11.5        ""            ""              Vis. MUY  K  114         126         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453693.2903   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453694.3278   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453695.2986   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
